CustomerID,Gender,Age,Geography,Tenure,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,StreamingTV,OnlineSecurity,Churn
CUST00544,Female,20, Florida,72,One year,dsl,Mailed check,32.0,2259.41,Yes,No,No,no
CUST00556,male,59,Florida,46,Month-to-month,Fiber optic,Electronic check,96.25,3878.48,No,Yes,no,No
CUST00891,Male,64,Texas,30,Month-to-month,Fiber optic,Electronic check,55.87,1878.94,Yes,no,Yes,No
CUST00954,Male,18,California,49,Month-to-month,Fiber optic,Electronic check,52.14,2492.87,N,yes,No,No
CUST00137,Female,38,Texas,12,Month-to-month,Fiber optic,Electronic check,49.5,617.36,yes,Yes,No,Y
CUST00937, Male,60,New York,23, Two year,Fiber optic,Mailed check,116.05,2446.04,No,No,No,no
CUST00140,Male,21,TEXAS,27,Month-to-month,Fiber optic,Electronic check,24.47,731.97,No,yes,No,Yes
CUST00934,Male,42,California,44,Month-to-month,Fiber optic,Credit card,70.93,3480.67,no,Yes,No,No
CUST00403,F,31, Florida,52,Month-to-month,Fiber optic,Bank transfer,107.28,5998.57,no,No,NO,
CUST01037,F,52,Texas,5,Month-to-month,DSL,Mailed check,70.17,345.98,No,No,No,No
CUST00138,female ,60,California,25,One year,DSL,Mailed check,43.67,1002.97,Yes,Yes,No,no
CUST00375,Male,37,Texas,68,One year,Fiber optic,Electronic check,999.99,66819.39,Y,Yes,No,1
CUST00852,Male,18,Texas,36,Month-to-month,DSL,Mailed check,102.87,3158.26,Yes,No,No,No
CUST00223,Male,35,california,62,One year,DSL,Electronic check,57.27,3439.73,Yes,no,yes,No
CUST00467,female ,31,New York,61,One year,Fiber optic,Electronic check,108.77,6308.79,Yes,No,Yes,Yes
CUST00273,Female,53,Texas,25,Month-to-month,Fiber optic,Mailed check,69.21,1475.73,Yes,No,,No
CUST00291,M,63,New York,43,One year,Fiber optic,Bank transfer,87.67,4204.24,No,No,No,FALSE
CUST00563,Female,31,California,38,One year,fiber optic,Electronic check,21.63,908.48,No,No,Yes,yes
CUST00585,Female,25,California,22, Two year,DSL,Credit card,112.57,2499.51,Y,Yes,Yes,No
CUST00379,Female,42,california,67,,Fiber optic,Bank transfer,61.19,4463.82,No,yes,no,yes
CUST01103,Female,37,TEXAS,66,Month-to-month,Fiber optic,Electronic check,-50.5,-2974.91,No,no,No,No
CUST00630,Female,150,Texas,24,One year,DSL,Bank transfer,29.21,627.26,No,No,No,No
CUST00963,Male,18,TEXAS,47,Two year,Fiber optic,electronic check,116.42,5259.21,Y,,No,no
CUST00764,M,25,Texas,37,Two year,dsl,Credit card,52.69,1818.67,no,Yes,No,No
CUST00795,Female,44,Florida,52,Month-to-month,DSL,Electronic check,78.68,4085.63,yes,No,No,No
CUST00588,F,59,california,8,One year,Fiber optic,Electronic check,80.15,608.65,No,Y,Yes,Yes
CUST00307,male,33,TEXAS,18,Month-to-month,No,Mailed check,50.93,852.61,,Yes,Yes,no
CUST00477,Female,60,TEXAS,68,Two year,No,Mailed check,24.16,1409.81,No,,No,No
CUST00603,Female,48,Texas,17,Two year,fiber optic,Electronic check,-50.5,-802.61,Yes,No,No,No
CUST00851,Female,150,New York,15,Month-to-month,Fiber optic,Mailed check,33.59,466.87,Yes,No,yes,No
CUST00648,Female,29,California,11,Month-to-month,FIBER OPTIC,Electronic check,34.95,436.07,No,Yes,No,No
CUST00854,Female,18,New York,51,Two year,No,Electronic check,107.91,6165.82,No,Yes,Yes,Y
CUST00557,Male,33,California,1,Month-to-month,Fiber optic,Mailed check,112.53,125.41,yes,No,No,no
CUST00039,Female,56,TEXAS,62,Month-to-month,DSL,Mailed check,112.55,7097.32,Yes,yes,No,1
CUST00030,Female,47,California,58,Month-to-month,DSL,Mailed check,79.15,5192.07,Yes,No,Yes,N
CUST00241, Male,56,Florida,8,Two year,DSL,Electronic check,56.58,480.28,No,No,Yes,
CUST00530,male,38,TEXAS,18,Month-to-month,No,Bank transfer,32.52,670.33,No,Yes,Y,No
CUST00135,Female,18, Florida,43,One year,No,Bank transfer,96.84,3814.61,No,No,no,no
CUST00992,F,45,california,40,month-to-month,No,Mailed check,116.5,5219.94,Yes,Yes,Yes,Y
CUST00429,Female,24,New York,72,One year,Fiber optic,Electronic check,112.37,8424.77,No,yes,yes,Yes
CUST00004,Female,24,New York,57,Month-to-month,Fiber optic,Electronic check,68.94,3449.48,no,no,Yes,1
CUST00486,Female,50,New York,50,One year,DSL,Electronic check,63.71,3069.99,Yes,yes,No,No
CUST00615,Male,25,New York,35,Month-to-month,Fiber optic,Bank transfer,82.67,3213.29,No,Yes,No,yes
CUST01036,Male,33,Texas,14,Month-to-month,Fiber optic,Bank transfer,36.45,514.98,No,yes,No,yes
CUST00410,Female,56,TEXAS,49,Month-to-month,No,Credit card,118.73,5380.04,No,No,Yes,Yes
CUST01163,male,40,California,15,One year,DSL,Bank transfer,97.29,1279.03,No,Yes,yes,No
CUST00754,Male,60,,37,Two year,Fiber optic,Electronic check,97.14,3349.87,No,Yes,Yes,No
CUST00481, Male,68,Texas,40,One year,Fiber optic,Mailed check,57.84,2001.46, No,No,Yes,no
CUST00313,M,57,Texas,23,Month-to-month,fiber optic,Mailed check,69.73,1756.11,yes,No,Yes,Yes
CUST00523,Male,43,California,27,ONE YEAR,DSL,Mailed check,90.88,2594.08,yes,Yes,No,No
CUST00392,Male,27,TEXAS,50,One year,Fiber optic,Electronic check,29.46,1462.01,No,No,Yes,
CUST01054,male,38,TEXAS,51,Month-to-month,Fiber optic,Electronic check,35.54,1744.19,Yes,no,N,No
CUST00006,Male,51,New York,30,Month-to-month,fiber optic,Electronic check,73.03,2419.3,no,No,No,no
CUST00099,Male,55,California,6,Month-to-month,No,Credit card,0.0,0.0,No,No,Yes,0
CUST00651,Female,33,California,16,One year,DSL,Mailed check,69.8,1170.55,Y,No,Yes,No
CUST00519,M,52,California,55,Month-to-month,DSL,Credit card,35.84,2242.15,Yes,no,Yes,yes
CUST00493,Male,44,Texas,16,Month-to-month,DSL,Credit card,500.0,9199.78,No,No,Yes,yes
CUST00822,Female,59,California,0,Month-to-month,No,Electronic check,67.8,,Yes,Y,,
CUST00326,Female,28,New York,1,Month-to-month,DSL,Electronic check,50.66,51.21,Yes,Yes,No,yes
CUST00427,Male,18,New York,48,Month-to-month,DSL,Credit card,74.82,3331.91,Yes,No,Yes,FALSE
CUST01194,Female,42,,70,Month-to-month,Fiber optic,Mailed check,26.81,1913.01,yes,No,No,No
CUST00226,Female,19,Texas,72,Month-to-month,Fiber optic,Mailed check,39.41,2681.04,No,No,No,yes
CUST00654,Female,57,New York,61,One year,Fiber optic,Electronic check,94.1,5008.35,yes,Yes,No,yes
CUST00537,Female,20,California,24,Month-to-month,DSL,electronic check,73.79,1956.69,Yes,Yes,,No
CUST00745,Female,34,TEXAS,11,Month-to-month,Fiber optic,Bank transfer,30.63,295.81,Yes,yes,NO,N
CUST00993,male,68,california,17,One year,Fiber optic,Mailed check,42.6,616.19,No,Yes,No,0
CUST00065,Male,56,Florida,16,One year,No,Mailed check,37.59,519.73,No,No,No,No
CUST00066,M,51,California,72,Month-to-month,No,Electronic check,73.15,4650.03,N,No,Y,Yes
CUST01078,Male,57,california,24,Month-to-month,Fiber optic,Electronic check,101.92,2561.1,Yes,No,Yes,Yes
CUST00210,Female,65,New York,11,Month-to-month,FIBER OPTIC,Mailed check,97.56,987.91,Yes,No,no,No
CUST00013,M,43,California,5,,dsl,Mailed check,81.98,416.3,no,Yes,No,1
CUST00518,female ,49,Texas,20,One year,DSL,Credit card,58.76,1237.73,No,Yes,Yes,No
CUST00660,Male,40,TEXAS,50,Month-to-month,,Mailed check,20.37,1081.74,Yes,No,Yes,
CUST00298,Male,18,California,57,One year,DSL,Mailed check,89.09,5551.57,N,No,Yes,yes
CUST00439,Female,59,California,54,Month-to-month,Fiber optic,Electronic check,68.13,3279.89,No,Yes,No,yes
CUST00770,male,57,California,43,One year,No,Bank transfer,22.96,922.96,No,Yes,No,No
CUST01077,,42,California,67,Two year,DSL,Electronic check,89.19,5460.75,No,Yes,Yes,No
CUST00545,male,25,New York,65, Two year,DSL,Electronic check,51.46,3579.51,No,yes,No,No
CUST00976,Female,56,New York,29,Month-to-month,No,Credit card,42.21,1207.46,Yes,Yes,no,No
CUST01139,M,73,Texas,41,Month-to-month,Fiber optic,Bank transfer,98.04,3426.02,No,Yes,No,No
CUST00365, Male,38,California,24,One year,Fiber optic,Bank transfer,44.2,1188.99,No,No,No,No
CUST00730,M,37,California,9,Month-to-month,DSL,Electronic check,47.49,460.29,No,No,Yes,no
CUST00624,male,29,New York,4,,DSL,Bank transfer,100.47,399.19,Yes,N,No,0
CUST01121,Male,57,California,21,ONE YEAR,Fiber optic,Mailed check,107.6,2220.31,No,No,No,No
CUST00579,Male,39,Texas,17,month-to-month,Fiber optic,Electronic check,100.72,1503.2,Yes,Yes,No,yes
CUST01082,Female,44,New York,34,One year,DSL,CREDIT CARD,37.17,1213.57,,No,Yes,0
CUST00272, Male,53,california,31,Month-to-month,DSL,electronic check,57.57,1745.95,No,Y,No,Yes
CUST00547,F,29,New York,6,month-to-month,DSL,Electronic check,86.45,482.92,No,Yes,No,Yes
CUST00236,Male,50,New York,20,Month-to-month,Fiber optic,Bank transfer,48.42,1079.05,Yes,No,Yes,1
CUST00989,Female,33, Florida,51,month-to-month,Fiber optic,Mailed check,41.13,2330.28,Yes,No,Yes,0
CUST00003,male,38,California,2,ONE YEAR,DSL,Electronic check,49.53,94.2,No,Yes,No,Yes
CUST00007,Male,23,,42,Two year,DSL,Credit card,40.88,1770.39,No,yes,no,No
CUST00310,Male,42,California,53,Month-to-month,No,,38.34,2258.9,No,No,No,no
CUST01032,Male,33,Texas,8,Month-to-month,Fiber optic,Bank transfer,107.0,798.22,No,No,Y,No
CUST00591,Male,18,california,23,Month-to-month,Fiber optic,Bank transfer,93.36,1987.14,No,Yes,no,No
CUST01151,Male,44,Florida,68,Two year,DSL,,36.23,2731.27,N,No,N,Yes
CUST00623,Male,38,California,34,One year,DSL,Bank transfer,19.69,758.04,No,no,,No
CUST00214,Male,5,Texas,3,One year,DSL,Bank transfer,91.43,282.07,no,no,No,0
CUST00396,male,33,Texas,17,One year,FIBER OPTIC,Mailed check,24.68,435.89,no,No,No,No
CUST00027,Female,49,California,26,Two year,Fiber optic,Credit card,43.95,1098.2,Yes,Yes,Yes,no
CUST01158,,24,california,32,Month-to-month,,Electronic check,0.0,0.0,yes,Yes,No,0
CUST00388,,46,,37,Two year,Fiber optic,Electronic check,100.94,3426.26,No,No,no,N
CUST01035,Male,48,Florida,24,Month-to-month,Fiber optic,Credit card,86.45,2382.68,N,Yes,No,1
CUST00794,Male,53,Texas,68,Month-to-month,Fiber optic,Bank transfer,45.8,3563.64,No,No,No,TRUE
CUST01024,Male,56,Florida,31,Month-to-month,DSL,Mailed check,95.02,2858.68,No,No,No,Y
CUST00482,Male,53,California,68,Two year,fiber optic,Mailed check,19.01,1245.8,Yes,No,Yes,yes
CUST00747,Male,50,California,38,Month-to-month,DSL,Electronic check,26.41,1127.9,No,No,Yes,No
CUST00548,Female,29,California,62,ONE YEAR,Fiber optic,Credit card,95.15,6444.75,No,No,no,Yes
CUST00352,Male,74,Texas,3,month-to-month,Fiber optic,Electronic check,24.21,68.93,No,no,NO,No
CUST01052,Female,51,TEXAS,56,Two year,Fiber optic,Mailed check,90.69,4967.06,N,no,No,No
CUST00426,Male,41,New York,3,One year,Fiber optic,electronic check,60.65,180.57,No,No,Yes,Y
CUST00255, Male,44,TEXAS,50,Month-to-month,No,Electronic check,73.19,3774.59,Yes,No,Yes,yes
CUST00290,Male,46,Texas,29,month-to-month,Fiber optic,electronic check,84.97,2671.2,Yes,Yes,no,no
CUST00025,male,46,California,14, Two year,DSL,Bank transfer,46.66,679.83,No,No,N,no
CUST00334,F,43,Texas,59,Month-to-month,DSL,Bank transfer,57.91,3349.62, No,No,Y,no
CUST00709,M,150,California,66,Month-to-month,DSL,electronic check,-50.5,-3166.33,yes,Yes,yes,Y
CUST00047,Female,25,TEXAS,16,One year,No,Electronic check,31.04,453.58,Yes,No,NO,No
CUST00317,Male,24,Texas,17,Month-to-month,,,116.14,1813.03,Yes,yes,No,yes
CUST00105,Female,40, Florida,53,One year,No,CREDIT CARD,36.63,2134.56,Y,no,yes,Yes
CUST00966,Female,65, Florida,31,Month-to-month,No,Credit card,70.92,2432.96,no,no,Yes,1
CUST00052, Male,41,Florida,39,One year,dsl,Bank transfer,102.38,3711.18,No,No,No,No
CUST00879,Male,53,California,14,Month-to-month,DSL,Electronic check,36.73,576.57,Yes,yes,NO,No
CUST00212,Male,37,Texas,41,Two year,,Electronic check,39.47,1807.75,Yes,No,N,0
CUST00119,M,18,Texas,42,,Fiber optic,Bank transfer,46.94,2191.75,Yes,Yes,No,0
CUST00575,,54,New York,50,Two year,Fiber optic,Credit card,44.46,2350.12,no,N,No,N
CUST00522,Female,18,California,24,Month-to-month,fiber optic,Electronic check,40.82,855.06,No,no,Yes,No
CUST00860,female ,33,California,37,Month-to-month,,Electronic check,71.63,2451.61,Yes,Yes,No,
CUST00071,Male,69,Texas,19,One year,DSL,Credit card,32.69,599.05,Yes,No,Yes,N
CUST01013,female ,36,California,50,Month-to-month,Fiber optic,Electronic check,83.33,3677.84,Yes,No,,Yes
CUST00760,F,44,California,32,Two year,Fiber optic,Mailed check,87.37,3149.68,No,No,no,No
CUST01119,Female,43,Texas,45,One year,Fiber optic,Electronic check,92.85,4381.24,Yes,No,Yes,No
CUST01195,Male,38,Texas,49,Two year,DSL,Credit card,86.82,4426.86,Yes,yes,no,No
CUST00909,male,18,Texas,72,,Fiber optic,Electronic check,36.46,2610.82,Yes,No,Y,0
CUST00799, Male,51,california,18,Two year,Fiber optic,Mailed check,113.91,2277.79,Yes,Y,Yes,yes
CUST00565,Female,66,California,35,One year,DSL,Electronic check,71.96,2743.64,Yes,no,No,No
CUST00776,Male,52,California,12,Month-to-month,Fiber optic,,73.87,896.7,Yes,yes,Yes,0
CUST00515,Male,50,New York,0,Month-to-month,No,Mailed check,29.15,,Yes,Yes,N,yes
CUST01094,Male,41,Texas,57,Month-to-month,Fiber optic,Bank transfer,108.05,5729.17,yes,Yes,Yes,No
CUST00324,male,31,New York,28,Month-to-month,fiber optic,Electronic check,31.15,909.22,no,N,no,No
CUST00525,F,51,Texas,20,Two year,No,Bank transfer,28.9,508.97,No,Yes,,N
CUST00940,Female,58,Texas,27,Month-to-month,DSL,,19.93,604.2,yes,yes,No,FALSE
CUST00315,Female,48,California,52,ONE YEAR,DSL,electronic check,112.57,5511.54,yes,yes,No,
CUST00948,Male,42,TEXAS,67,Month-to-month,fiber optic,Electronic check,85.4,6386.55,no,Yes,Yes,yes
CUST00980,male,5, Florida,57,One year,DSL,Mailed check,31.78,1551.35,No,Yes,Yes,No
CUST00541,Female,25,california,55,Month-to-month,Fiber optic,Electronic check,55.29,3164.64,No,yes,NO,No
CUST00967,Male,45, Florida,3,Two year,Fiber optic,electronic check,101.69,268.4,No,Yes,Yes,no
CUST01027,male,30,Texas,44,Two year,DSL,electronic check,102.55,5066.8,No,No,No,No
CUST00454,Male,38,Texas,57,Month-to-month,DSL,Electronic check,50.8,2466.38,Yes,No,No,Yes
CUST01156,Male,43,California,12,Month-to-month,No,Electronic check,113.86,1208.58,no,Y,Yes,N
CUST00059,Female,37,TEXAS,28,Month-to-month,DSL,Mailed check,60.3,1889.91,yes,Yes,yes,no
CUST00736,Female,46,Florida,65,Month-to-month,Fiber optic,Mailed check,84.01,5359.27,Yes,No,No,No
CUST00091,male,28,New York,55,Month-to-month,Fiber optic,Electronic check,82.64,5050.42,,No,No,no
CUST00943, Male,61,california,53,Month-to-month,FIBER OPTIC,Mailed check,95.76,4526.81,Yes,Yes,No,Yes
CUST00420,Female,41,California,38,Month-to-month,DSL,Electronic check,106.15,4299.05,No,No,Yes,1
CUST00349,F,52,New York,14,One year,Fiber optic,Credit card,89.22,1198.2,N,No,No,N
CUST01096,male,27,Texas,55,Month-to-month,Fiber optic,Electronic check,82.49,4812.84,No,Yes,no,No
CUST00279,F,45,Texas,63,Month-to-month,DSL,Credit card,22.38,1444.84,Yes,yes,Yes,yes
CUST01189,Male,150,Texas,13,One year,DSL,Credit card,78.18,1014.55,No,No,No,no
CUST00425,Female,27,california,21,month-to-month,DSL,Bank transfer,106.0,2388.71,YES,Yes,No,Y
CUST00357,Female,41,california,22,ONE YEAR,Fiber optic,Mailed check,58.56,1214.61,Yes,No,Yes,yes
CUST00697,Male,47,New York,12,One year,DSL,Bank transfer,63.95,714.34,Yes,Yes,yes,N
CUST00567,Female,54,California,3,,Fiber optic,Electronic check,42.93,136.56,No,yes,No,Yes
CUST00848,Male,43,Texas,14,One year,DSL,Credit card,75.05,938.21,No,No,Yes,no
CUST00539,Female,63,California,51,One year,DSL,Bank transfer,112.6,5063.03,Yes,Yes,Yes,no
CUST01178,Female,45,New York,71, Two year,Fiber optic,Electronic check,75.91,5757.26,no,Yes,No,0
CUST00739,Female,37,California,62,Month-to-month,DSL,Credit card,114.65,8117.28,Yes,yes,No,No
CUST00181, Male,35,California,22,Two year,DSL,Bank transfer,26.88,540.58,No,Yes,No,N
CUST00689,Female,55,Texas,67,Month-to-month,,Mailed check,23.76,1507.07,No,No,Yes,No
CUST00460,female ,27,California,20,One year,DSL,Credit card,70.7,1519.0,No,Yes,No,No
CUST00109,Male,54,california,24,Month-to-month,Fiber optic,electronic check,86.7,2359.8,Yes,No,No,No
CUST00368,Male,26,California,8,Two year,DSL,Mailed check,90.64,735.55,No,Yes,No,Yes
CUST00238,Male,27,Florida,38,Month-to-month,DSL,Electronic check,58.26,2127.22,yes,Yes,No,no
CUST01046,Female,18,California,61,Two year,Fiber optic,Electronic check,46.65,2804.29,N,Yes,No,No
CUST00643,Female,50,New York,56,month-to-month,Fiber optic,Mailed check,110.96,7127.24,YES,Yes,Yes,Yes
CUST00885,Female,31,New York,70,Two year,Fiber optic,Credit card,67.26,4878.95,Yes,Yes,No,yes
CUST00203,Female,61,New York,40,month-to-month,DSL,Mailed check,75.39,3334.7,N,Yes,Y,1
CUST00921,M,49,california,57,Two year,Fiber optic,Credit card,47.46,2596.29,no,,No,FALSE
CUST00260,,42,TEXAS,56,Month-to-month,fiber optic,Credit card,25.41,1418.06,Yes,Yes,Yes,no
CUST00509,F,49,New York,42,One year,DSL,electronic check,50.04,1892.22,Y,No,No,No
CUST00806, Male,37,california,2,Month-to-month,fiber optic,Bank transfer,52.57,110.02,no,yes,No,Yes
CUST00337,Male,60,California,14,One year,DSL,electronic check,23.41,338.18,no,No,Yes,yes
CUST00693,Female,61,TEXAS,55,Month-to-month,FIBER OPTIC,Electronic check,28.7,1614.11,Yes,yes,no,Yes
CUST00831,Female,55,New York,8, Two year,fiber optic,Electronic check,20.46,160.91,N,Yes,no,
CUST01068,female ,51,California,2,Two year,No,Electronic check,42.06,80.43,no,Y,Yes,yes
CUST00182,F,43,Texas,52,ONE YEAR,DSL,Electronic check,68.26,3444.14,No,Yes,Yes,0
CUST00136,male,45,Texas,32,Month-to-month,DSL,Credit card,110.89,3091.78,No,Y,Yes,FALSE
CUST01161,Female,53,TEXAS,29,Month-to-month,Fiber optic,Electronic check,52.4,1670.96,No,No,yes,No
CUST00720,male,45,California,12,Month-to-month,No,electronic check,25.12,285.46,yes,Yes,No,No
CUST00646,Female,43,Texas,49,Month-to-month,DSL,Bank transfer,60.02,3037.71,yes,No,No,No
CUST00079,F,39,California,25,ONE YEAR,DSL,Mailed check,54.17,1369.27,no,No,No,Yes
CUST00524,Male,69,,4,Two year,No,Bank transfer,81.95,340.31,yes,No,No,yes
CUST00807,F,18,California,63,One year,Fiber optic,Mailed check,29.33,1656.19,Yes,No,Yes,1
CUST00842,Female,18,New York,2,Month-to-month,fiber optic,Credit card,86.8,156.41,No,Yes,No,0
CUST00029,Male,41,california,63,Month-to-month,DSL,Electronic check,103.78,6081.08,No,No,Yes,No
CUST00942,Male,18,New York,58,Two year,DSL,Bank transfer,29.33,1654.34,No,Yes,Yes,No
CUST00164,M,58,California,51,One year,,Credit card,84.03,3887.24,Yes,Yes,No,No
CUST00247,female ,32,New York,43,One year,Fiber optic,Bank transfer,98.76,3991.09,No,Yes,Yes,No
CUST00306,Male,31,California,18,One year,DSL,Bank transfer,87.54,1722.62,No,yes,Y,Y
CUST00870,Male,18, Florida,71,Month-to-month,DSL,Bank transfer,63.07,5120.04,No,Yes,no,no
CUST00923,Female,31,Texas,21,One year,Fiber optic,Electronic check,94.69,1698.52,No,No,N,No
CUST00344,Female,25, Florida,14,month-to-month,Fiber optic,Bank transfer,32.05,505.99,No,No,Yes,no
CUST00332,Male,33,New York,22,Month-to-month,dsl,Electronic check,37.62,769.41,Yes,Yes,Y,yes
CUST00284,Male,30,california,46,Month-to-month,DSL,Credit card,40.43,2025.0,no,No,Yes,FALSE
CUST00968,Female,38,california,19,One year,,Mailed check,22.93,459.94,No,no,No,No
CUST00096,Female,45,Florida,25,One year,DSL,Credit card,102.6,2767.0,No,No,No,no
CUST00553,Male,63,TEXAS,72,Month-to-month,DSL,electronic check,28.51,1910.09,Yes,yes,No,No
CUST01039,F,50,New York,28,Month-to-month,dsl,Bank transfer,107.83,2656.19,No,No,yes,Yes
CUST00929,Female,64,TEXAS,0,Two year,Fiber optic,electronic check,107.45,0.0,No,Yes,No,N
CUST00614,Male,47,Texas,70,Month-to-month,DSL,Electronic check,57.66,3583.68,No,No,No,Yes
CUST00694,Male,33,New York,39,One year,Fiber optic,Mailed check,70.94,3140.81,Y,Yes,No,Yes
CUST01064,Female,32,Texas,32,Two year,Fiber optic,Bank transfer,69.47,2280.7,No,No,Yes,No
CUST00855,Female,48,Texas,46,Month-to-month,Fiber optic,electronic check,63.81,3091.66,Yes,Yes,No,FALSE
CUST00771,male,18,Florida,15,Month-to-month,DSL,Bank transfer,94.99,1338.74,Yes,no,No,Yes
CUST01061,Male,27,Texas,44,Month-to-month,DSL,Electronic check,100.91,4758.12,Yes,No,Yes,yes
CUST00064,Female,26,Texas,44,Month-to-month,Fiber optic,Credit card,87.29,3369.39,Yes,Yes,No,FALSE
CUST01106,F,34,New York,25,One year,DSL,Mailed check,90.2,2421.49,Yes,No,yes,no
CUST00757,Male,40,California,36,One year,DSL,Mailed check,63.46,2108.92,No,Yes,Yes,TRUE
CUST00986, Male,35,TEXAS,35,Month-to-month,DSL,Electronic check,80.46,3040.11,No,No,Yes,no
CUST01086,Male,50,california,60,Month-to-month,Fiber optic,Electronic check,88.39,5852.55,Y,No,Y,No
CUST01101,Male,29, Florida,69,Two year,Fiber optic,Mailed check,71.37,5022.51,Yes,No,NO,0
CUST00301,Female,46,California,46,Month-to-month,Fiber optic,Bank transfer,22.18,1092.69,No,N,No,No
CUST00253,Male,69,TEXAS,37,Month-to-month,DSL,Electronic check,25.5,958.56,Yes,Yes,Yes,No
CUST00977,Female,18,California,53,Two year,Fiber optic,Electronic check,111.74,6211.41,Yes,Yes,Yes,1
CUST00949,male,34,Florida,42,Month-to-month,DSL,Electronic check,88.83,3323.07,No,Yes,Yes,Yes
CUST00311,Male,32, Florida,64,Two year,Fiber optic,Mailed check,35.08,2486.65,Yes,No,No,yes
CUST00549,Female,18,California,41,One year,Fiber optic,Electronic check,50.71,2102.92,No,Yes,Yes,
CUST00220,Female,31,California,7,month-to-month,DSL,,91.86,585.97,Yes,No,N,Y
CUST00473,Female,34,Texas,43,Month-to-month,Fiber optic,Mailed check,24.53,1093.48,No,Yes,No,No
CUST00386,male,18,Texas,42,Month-to-month,No,Bank transfer,21.8,984.58,Yes,N,Yes,No
CUST00234,male,47,New York,13,Month-to-month,Fiber optic,Electronic check,57.68,697.02,yes,Yes,Yes,1
CUST00825,Male,51,New York,66,One year,dsl,Credit card,37.99,2881.5,No,Yes,No,0
CUST01076,Male,47,California,45,Two year,fiber optic,Bank transfer,116.55,5367.35,Yes,yes,N,yes
CUST00752,male,18,California,22,Month-to-month,DSL,Credit card,69.5,1628.36,N,Yes,No,0
CUST00304,female ,50,California,67,Month-to-month,Fiber optic,Mailed check,85.5,6247.91,No,Yes,No,Yes
CUST01113,Female,41,California,57,Two year,No,Electronic check,105.16,6115.67,No,Yes,Yes,No
CUST00865,Female,32,TEXAS,44,Month-to-month,fiber optic,Credit card,44.57,2184.83,Yes,No,yes,0
CUST00953,Female,36,TEXAS,40,Month-to-month,Fiber optic,Electronic check,108.51,4921.11,Yes,no,Yes,Yes
CUST00933,M,35,Texas,63,One year,Fiber optic,electronic check,69.87,3774.58,No,No,No,No
CUST01140,Female,37,Texas,28,Month-to-month,Fiber optic,Electronic check,28.14,846.31,yes,Yes,no,N
CUST00248,F,18,california,43,One year,Fiber optic,Mailed check,83.58,3770.1,No,no,Yes,No
CUST00773,Female,150,california,34,Two year,Fiber optic,Mailed check,58.55,2288.65,N,No,NO,No
CUST00607,Male,41,,17,One year,DSL,Credit card,103.76,1594.29,Y,No,no,No
CUST00070,Male,30,,3, Two year,Fiber optic,CREDIT CARD,115.69,301.62,No,yes,No,0
CUST00093,male,25,california,2,Month-to-month,DSL,Mailed check,84.05,175.11,No,yes,Yes,
CUST00667,Female,26,california,66,One year,Fiber optic,electronic check,71.6,4954.11,No,No,Yes,No
CUST00033,female ,37,California,35,Month-to-month,Fiber optic,Bank transfer,39.65,1250.84,yes,No,Y,no
CUST00782,female ,44,New York,19,Month-to-month,DSL,Electronic check,76.35,1315.15,,Yes,Yes,No
CUST00445,Female,63,Texas,63,Month-to-month,Fiber optic,Electronic check,86.28,5505.13,yes,Y,Yes,yes
CUST00442,female ,35,TEXAS,14,Month-to-month,,Electronic check,54.41,808.91,yes,Yes,Yes,0
CUST00839,Male,27,New York,48,Month-to-month,Fiber optic,Electronic check,29.97,1452.01,No,Yes,Yes,No
CUST00711,Male,33,New York,57,Two year,DSL,Electronic check,112.18,7080.49,No,Y,Yes,N
CUST01143,male,120,California,40,Month-to-month,Fiber optic,Bank transfer,44.84,1903.19,No,No,No,No
CUST00076,Male,58,Texas,18,Month-to-month,Fiber optic,Electronic check,33.26,510.94,Yes,No,Yes,Yes
CUST00083,Male,36,California,52,One year,FIBER OPTIC,Credit card,99.0,5047.25,no,Yes,NO,no
CUST01070,Male,40,California,29,Month-to-month,FIBER OPTIC,Bank transfer,21.71,676.86,N,No,Yes,Yes
CUST00081,Male,48,Florida,45,Two year,No,electronic check,63.59,2982.56,No,Yes,No,N
CUST00453,Female,67,New York,30,One year,DSL,Mailed check,57.04,1649.79,No,Yes,Yes,Yes
CUST00750,Female,35,California,10,Month-to-month,DSL,Credit card,52.43,576.54,Yes,No,yes,0
CUST00433,Male,18,California,48,Month-to-month,DSL,Electronic check,89.31,3997.0,N,Yes,N,Y
CUST01067,Male,37,California,28,Month-to-month,DSL,Credit card,43.63,1083.19,No,Y,NO,Yes
CUST00907,Male,82,,65,One year,FIBER OPTIC,Mailed check,26.08,1571.6,no,yes,no,0
CUST00402,Male,42,New York,60,Month-to-month,Fiber optic,Electronic check,93.15,4759.95,,No,No,1
CUST01047,Female,39,California,63,Month-to-month,Fiber optic,Bank transfer,101.97,5900.85,No,no,Yes,FALSE
CUST00620,Female,27,Florida,72,One year,No,Bank transfer,33.18,2346.29,No,yes,Yes,N
CUST00662,Male,23,Florida,43,month-to-month,FIBER OPTIC,Electronic check,23.38,991.48,Y,no,N,Yes
CUST00103, Male,18,Texas,23,Two year,DSL,Bank transfer,45.13,1171.61,Yes,yes,yes,Y
CUST00550,F,50,Texas,41,Two year,FIBER OPTIC,Bank transfer,33.51,1367.11,No,No,Y,TRUE
